imagename,prediction,label,logits
1,1.0,0.0,4.267430782318115
1001,0.0,0.0,-1.2396938800811768
1003,0.0,0.0,-1.2340880632400513
1005,0.0,0.0,-1.802436351776123
1007,1.0,0.0,2.641737222671509
1009,1.0,0.0,2.1213603019714355
101,0.0,0.0,-27.680953979492188
1011,1.0,0.0,3.6487488746643066
1013,0.0,0.0,-4.640934944152832
1015,1.0,0.0,4.525089263916016
1017,0.0,0.0,-3.5741159915924072
1019,0.0,0.0,-27.895462036132812
1021,0.0,0.0,-19.1523380279541
1023,0.0,0.0,-2.390995979309082
1025,0.0,0.0,-31.358816146850586
1027,0.0,0.0,-20.390962600708008
1029,1.0,0.0,3.071953773498535
103,0.0,0.0,-53.19612121582031
1031,0.0,0.0,-13.085051536560059
1033,0.0,0.0,-26.997692108154297
1035,0.0,0.0,-8.953961372375488
1037,0.0,0.0,-41.55854415893555
1039,1.0,0.0,5.855539798736572
1041,1.0,0.0,3.989189386367798
1043,0.0,0.0,-11.103835105895996
1045,0.0,0.0,-19.100967407226562
1047,0.0,0.0,-25.777751922607422
1049,0.0,0.0,-6.710263729095459
105,0.0,0.0,-12.045706748962402
1051,1.0,0.0,4.969449520111084
1053,1.0,0.0,3.747607469558716
1055,0.0,0.0,-9.048873901367188
1057,1.0,0.0,4.568039894104004
1059,0.0,0.0,-27.76226234436035
1061,0.0,0.0,-5.301642417907715
1063,0.0,0.0,-16.975805282592773
1065,0.0,0.0,-14.75342845916748
1067,1.0,0.0,0.22554536163806915
1069,0.0,0.0,-34.193214416503906
107,1.0,0.0,1.8409955501556396
1071,1.0,0.0,4.8846049308776855
1073,0.0,0.0,-3.6637442111968994
1075,0.0,0.0,-14.294180870056152
1077,0.0,0.0,-2.277902364730835
1079,0.0,0.0,-24.65452003479004
1081,0.0,0.0,-1.0790348052978516
1083,0.0,0.0,-1.0040630102157593
1085,0.0,0.0,-18.423885345458984
1087,1.0,0.0,5.273411273956299
1089,0.0,0.0,-23.46156883239746
109,0.0,0.0,-3.6292812824249268
1091,0.0,0.0,-38.33329391479492
1093,0.0,0.0,-14.76185417175293
1095,0.0,0.0,-27.666505813598633
1097,1.0,0.0,2.6381418704986572
1099,1.0,0.0,4.833728313446045
11,0.0,0.0,-23.43644142150879
1101,0.0,0.0,-8.212196350097656
1103,0.0,0.0,-16.616270065307617
1105,1.0,0.0,3.0199363231658936
1107,0.0,0.0,-9.304376602172852
1109,0.0,0.0,-2.5766689777374268
111,0.0,0.0,-9.08956527709961
1111,0.0,0.0,-5.9510416984558105
1113,0.0,0.0,-18.627538681030273
1115,0.0,0.0,-22.184255599975586
1117,0.0,0.0,-10.368097305297852
1119,0.0,0.0,-18.22759246826172
1121,0.0,0.0,-0.4199925363063812
1123,0.0,0.0,-1.9431172609329224
1125,1.0,0.0,7.231025695800781
1127,0.0,0.0,-2.600187301635742
1129,0.0,0.0,-21.934783935546875
113,1.0,0.0,3.852426290512085
1131,0.0,0.0,-8.696510314941406
1133,1.0,0.0,5.127404689788818
1135,0.0,0.0,-5.065729141235352
1137,0.0,0.0,-42.66678237915039
1139,1.0,0.0,4.631923675537109
1141,1.0,0.0,0.6878529787063599
1143,0.0,0.0,-13.987589836120605
1145,0.0,0.0,-7.9515814781188965
1147,1.0,0.0,0.1538272500038147
1149,0.0,0.0,-21.040929794311523
115,0.0,0.0,-11.090531349182129
1151,0.0,0.0,-8.451103210449219
1153,0.0,0.0,-3.038656234741211
1155,0.0,0.0,-13.581369400024414
1157,0.0,0.0,-16.829063415527344
1159,0.0,0.0,-31.786447525024414
1161,0.0,0.0,-4.158202171325684
1163,0.0,0.0,-45.0693359375
1165,0.0,0.0,-3.4792044162750244
1167,1.0,0.0,4.001092910766602
1169,0.0,0.0,-8.104056358337402
117,0.0,0.0,-5.275238513946533
1171,0.0,0.0,-31.16588592529297
1173,0.0,0.0,-15.517298698425293
1175,0.0,0.0,-8.51657772064209
1177,0.0,0.0,-13.134828567504883
1179,0.0,0.0,-31.40332794189453
1181,0.0,0.0,-15.778020858764648
1183,0.0,0.0,-5.30771017074585
1185,0.0,0.0,-8.620418548583984
1187,1.0,0.0,0.38436591625213623
1189,0.0,0.0,-20.078140258789062
119,0.0,0.0,-43.4376220703125
1191,0.0,0.0,-11.490087509155273
1193,0.0,0.0,-47.0909538269043
1195,0.0,0.0,-18.376319885253906
1197,0.0,0.0,-15.398770332336426
1199,1.0,0.0,3.9276297092437744
1201,0.0,0.0,-51.28009796142578
1203,0.0,0.0,-2.2773993015289307
1205,0.0,0.0,-4.330851078033447
1207,1.0,0.0,0.7389832139015198
1209,0.0,0.0,-8.223081588745117
121,1.0,0.0,5.158461570739746
1211,0.0,0.0,-15.036283493041992
1213,0.0,0.0,-38.27175521850586
1215,0.0,0.0,-2.742114305496216
1217,0.0,0.0,-23.988216400146484
1219,1.0,0.0,1.0412933826446533
1221,0.0,0.0,-22.089365005493164
1223,0.0,0.0,-16.086103439331055
1225,1.0,0.0,5.315699100494385
1227,0.0,0.0,-49.122718811035156
1229,0.0,0.0,-4.032378673553467
123,0.0,0.0,-6.092221736907959
1231,0.0,0.0,-5.455384254455566
1233,0.0,0.0,-30.690561294555664
1235,0.0,0.0,-2.8190653324127197
1237,0.0,0.0,-9.32087230682373
1239,0.0,0.0,-24.27275848388672
1241,0.0,0.0,-5.020717620849609
1243,1.0,0.0,4.601461410522461
1245,0.0,0.0,-12.636377334594727
1247,0.0,0.0,-3.239243745803833
1249,0.0,0.0,-11.666361808776855
125,0.0,0.0,-3.732272148132324
1251,1.0,0.0,3.6154682636260986
1253,0.0,0.0,-12.102862358093262
1255,1.0,0.0,1.6627867221832275
1257,0.0,0.0,-24.971567153930664
1259,0.0,0.0,-16.439327239990234
1261,1.0,0.0,3.208185911178589
1263,0.0,0.0,-17.539485931396484
1265,0.0,0.0,-11.866764068603516
1267,0.0,0.0,-0.29834243655204773
1269,0.0,0.0,-28.15092658996582
127,0.0,0.0,-14.711416244506836
1271,1.0,0.0,4.182528972625732
1273,1.0,0.0,3.765782356262207
1275,0.0,0.0,-7.328175067901611
1277,1.0,0.0,0.838943362236023
1279,0.0,0.0,-6.413140773773193
1281,0.0,0.0,-10.952780723571777
1283,0.0,0.0,-11.945402145385742
1285,0.0,0.0,-9.608742713928223
1287,0.0,0.0,-13.748092651367188
1289,1.0,0.0,4.81571626663208
129,0.0,0.0,-6.196927070617676
1291,0.0,0.0,-8.484314918518066
1293,0.0,0.0,-26.352378845214844
1295,0.0,0.0,-37.595664978027344
