imagename,prediction,label,logits
1,0.0,0.0,-25.52309226989746
1001,0.0,0.0,-21.539594650268555
1003,0.0,0.0,-27.66484832763672
1005,0.0,0.0,-22.743379592895508
1007,0.0,0.0,-21.441112518310547
1009,0.0,0.0,-29.725248336791992
101,0.0,0.0,-26.45494842529297
1011,0.0,0.0,-34.466949462890625
1013,0.0,0.0,-17.36176872253418
1015,0.0,0.0,-33.90565872192383
1017,0.0,0.0,-6.4424028396606445
1019,0.0,0.0,-14.033950805664062
1021,0.0,0.0,-18.444725036621094
1023,0.0,0.0,-14.5844144821167
1025,0.0,0.0,-28.534971237182617
1027,0.0,0.0,-13.157998085021973
1029,0.0,0.0,-32.39324951171875
103,0.0,0.0,-14.984589576721191
1031,0.0,0.0,-22.829910278320312
1033,0.0,0.0,-20.849910736083984
1035,0.0,0.0,-22.526060104370117
1037,0.0,0.0,-14.745118141174316
1039,0.0,0.0,-17.95220947265625
1041,0.0,0.0,-6.903055667877197
1043,0.0,0.0,-17.540470123291016
1045,0.0,0.0,-15.903149604797363
1047,0.0,0.0,-20.392160415649414
1049,0.0,0.0,-34.21473693847656
105,0.0,0.0,-8.923812866210938
1051,0.0,0.0,-11.847908973693848
1053,0.0,0.0,-29.606595993041992
1055,0.0,0.0,-19.329063415527344
1057,0.0,0.0,-27.02437400817871
1059,0.0,0.0,-14.610084533691406
1061,0.0,0.0,-21.796371459960938
1063,0.0,0.0,-21.0399227142334
1065,0.0,0.0,-12.574706077575684
1067,0.0,0.0,-17.90707015991211
1069,0.0,0.0,-16.191007614135742
107,0.0,0.0,-11.97507381439209
1071,0.0,0.0,-28.897335052490234
1073,0.0,0.0,-16.260414123535156
1075,0.0,0.0,-10.714035987854004
1077,0.0,0.0,-35.86320495605469
1079,0.0,0.0,-19.248971939086914
1081,0.0,0.0,-19.878482818603516
1083,0.0,0.0,-18.756196975708008
1085,0.0,0.0,-15.879537582397461
1087,0.0,0.0,-35.23003005981445
1089,0.0,0.0,-11.588277816772461
109,0.0,0.0,-30.890403747558594
1091,0.0,0.0,-9.457494735717773
