imagename,prediction,label,logits
1,0.0,0.0,-3.5006308555603027
1001,0.0,0.0,-5.9701972007751465
1003,0.0,0.0,-13.950671195983887
1005,0.0,0.0,-6.769879341125488
1007,0.0,0.0,-18.218645095825195
1009,0.0,0.0,-16.393341064453125
101,0.0,0.0,-19.13056755065918
1011,0.0,0.0,-16.7867374420166
1013,0.0,0.0,-9.563835144042969
1015,0.0,0.0,-14.394548416137695
1017,0.0,0.0,-8.952136993408203
1019,0.0,0.0,-15.894828796386719
1021,0.0,0.0,-8.140947341918945
1023,0.0,0.0,-8.83206844329834
1025,0.0,0.0,-31.693378448486328
1027,0.0,0.0,-5.621298789978027
1029,0.0,0.0,-3.7212555408477783
103,0.0,0.0,-31.663339614868164
1031,0.0,0.0,-11.157491683959961
1033,0.0,0.0,-27.4105281829834
1035,0.0,0.0,-19.42066764831543
1037,0.0,0.0,-24.86383819580078
1039,0.0,0.0,-12.891763687133789
1041,0.0,0.0,-8.412830352783203
1043,0.0,0.0,-22.220041275024414
1045,0.0,0.0,-6.371652603149414
1047,0.0,0.0,-18.191566467285156
1049,0.0,0.0,-4.657724380493164
105,0.0,0.0,-4.880042552947998
1051,0.0,0.0,-6.46843957901001
1053,0.0,0.0,-6.144237995147705
1055,0.0,0.0,-5.703859806060791
1057,0.0,0.0,-2.3502278327941895
1059,0.0,0.0,-16.79830551147461
1061,0.0,0.0,-6.2143874168396
1063,0.0,0.0,-15.2703218460083
1065,0.0,0.0,-12.231901168823242
1067,0.0,0.0,-12.105372428894043
1069,0.0,0.0,-22.347631454467773
107,1.0,0.0,3.1124861240386963
1071,0.0,0.0,-6.165035247802734
1073,0.0,0.0,-2.5807220935821533
1075,0.0,0.0,-5.2290730476379395
1077,0.0,0.0,-15.993532180786133
1079,0.0,0.0,-13.99576473236084
1081,0.0,0.0,-1.2366174459457397
1083,0.0,0.0,-5.982309818267822
1085,0.0,0.0,-23.39478874206543
1087,0.0,0.0,-16.17585563659668
1089,0.0,0.0,-10.407024383544922
109,0.0,0.0,-8.260793685913086
1091,0.0,0.0,-21.353816986083984
1093,0.0,0.0,-3.838115692138672
1095,0.0,0.0,-13.526917457580566
1097,0.0,0.0,-13.778576850891113
1099,0.0,0.0,-10.650275230407715
11,0.0,0.0,-17.915685653686523
1101,0.0,0.0,-1.0160696506500244
1103,0.0,0.0,-10.102460861206055
1105,0.0,0.0,-12.646469116210938
1107,0.0,0.0,-4.395020484924316
1109,0.0,0.0,-10.327256202697754
111,0.0,0.0,-14.011536598205566
1111,0.0,0.0,-16.48699188232422
1113,0.0,0.0,-6.17176628112793
1115,0.0,0.0,-22.379653930664062
1117,0.0,0.0,-11.355147361755371
