imagename,prediction,label,logits
1,0.0,0.0,-9.382349967956543
1001,0.0,0.0,-22.088607788085938
1003,0.0,0.0,-11.236406326293945
1005,0.0,0.0,-17.299283981323242
1007,0.0,0.0,-12.568177223205566
1009,0.0,0.0,-12.470876693725586
101,0.0,0.0,-50.566322326660156
1011,0.0,0.0,-18.944725036621094
1013,0.0,0.0,-20.166057586669922
1015,1.0,0.0,1.0138523578643799
1017,0.0,0.0,-10.535576820373535
1019,0.0,0.0,-46.70004653930664
1021,0.0,0.0,-44.00392150878906
1023,0.0,0.0,-6.400612831115723
1025,0.0,0.0,-45.938133239746094
1027,0.0,0.0,-34.817596435546875
1029,1.0,0.0,1.160516619682312
103,0.0,0.0,-82.62947845458984
1031,0.0,0.0,-26.81093406677246
1033,0.0,0.0,-55.896236419677734
1035,0.0,0.0,-25.569143295288086
1037,0.0,0.0,-52.90184020996094
1039,0.0,0.0,-17.483558654785156
1041,0.0,0.0,-8.538922309875488
1043,0.0,0.0,-23.78110694885254
1045,0.0,0.0,-30.719423294067383
1047,0.0,0.0,-48.55042266845703
1049,0.0,0.0,-17.107011795043945
105,0.0,0.0,-31.148962020874023
1051,0.0,0.0,-2.486562728881836
1053,0.0,0.0,-21.6811580657959
1055,0.0,0.0,-20.10898208618164
1057,0.0,0.0,-0.8471234440803528
1059,0.0,0.0,-51.1755256652832
1061,0.0,0.0,-6.161685943603516
1063,0.0,0.0,-25.054357528686523
1065,0.0,0.0,-33.54898452758789
1067,0.0,0.0,-15.834178924560547
1069,0.0,0.0,-51.770931243896484
107,0.0,0.0,-5.161829471588135
1071,0.0,0.0,-11.188394546508789
1073,0.0,0.0,-14.263439178466797
1075,0.0,0.0,-35.148399353027344
1077,0.0,0.0,-9.796005249023438
1079,0.0,0.0,-42.59962463378906
1081,0.0,0.0,-23.223649978637695
1083,0.0,0.0,-13.34068775177002
1085,0.0,0.0,-31.918195724487305
1087,0.0,0.0,-13.1787748336792
1089,0.0,0.0,-39.83922576904297
109,0.0,0.0,-29.692670822143555
1091,0.0,0.0,-58.965633392333984
1093,0.0,0.0,-28.570724487304688
1095,0.0,0.0,-47.5106086730957
1097,0.0,0.0,-11.170952796936035
1099,1.0,0.0,1.6121139526367188
11,0.0,0.0,-41.61540603637695
1101,0.0,0.0,-17.21114158630371
1103,0.0,0.0,-31.644393920898438
1105,0.0,0.0,-10.786903381347656
1107,0.0,0.0,-13.332533836364746
1109,0.0,0.0,-17.978919982910156
111,0.0,0.0,-11.784499168395996
1111,0.0,0.0,-30.735441207885742
1113,0.0,0.0,-32.51035690307617
1115,0.0,0.0,-38.96768569946289
1117,0.0,0.0,-28.164173126220703
1119,0.0,0.0,-41.51502990722656
1121,0.0,0.0,-12.773048400878906
1123,0.0,0.0,-15.352490425109863
1125,0.0,0.0,-8.706598281860352
1127,0.0,0.0,-21.142499923706055
1129,0.0,0.0,-38.64008331298828
113,0.0,0.0,-11.331111907958984
1131,0.0,0.0,-29.685558319091797
1133,0.0,0.0,-2.264244794845581
1135,0.0,0.0,-20.737239837646484
1137,0.0,0.0,-64.80563354492188
1139,0.0,0.0,-16.17349624633789
1141,0.0,0.0,-6.318038463592529
1143,0.0,0.0,-30.20059585571289
1145,0.0,0.0,-16.198453903198242
1147,0.0,0.0,-12.503182411193848
1149,0.0,0.0,-27.9041805267334
115,0.0,0.0,-18.25439453125
1151,0.0,0.0,-18.476051330566406
1153,0.0,0.0,-12.79244613647461
1155,0.0,0.0,-31.577177047729492
1157,0.0,0.0,-27.920236587524414
1159,0.0,0.0,-35.89554214477539
1161,0.0,0.0,-5.0193376541137695
1163,0.0,0.0,-69.37740325927734
1165,0.0,0.0,-8.136183738708496
1167,0.0,0.0,-8.907196998596191
1169,0.0,0.0,-17.77837562561035
117,0.0,0.0,-17.78377914428711
1171,0.0,0.0,-50.306114196777344
1173,0.0,0.0,-34.241634368896484
1175,0.0,0.0,-29.71186637878418
1177,0.0,0.0,-27.363174438476562
1179,0.0,0.0,-47.55576705932617
1181,0.0,0.0,-36.58748245239258
1183,0.0,0.0,-15.562201499938965
1185,0.0,0.0,-25.84465217590332
1187,0.0,0.0,-9.133761405944824
1189,0.0,0.0,-35.24355697631836
119,0.0,0.0,-67.31568145751953
1191,0.0,0.0,-26.40529441833496
1193,0.0,0.0,-78.9202651977539
1195,0.0,0.0,-39.92495346069336
1197,0.0,0.0,-22.59062385559082
1199,0.0,0.0,-5.397493362426758
1201,0.0,0.0,-78.45169830322266
1203,0.0,0.0,-20.34386444091797
1205,0.0,0.0,-8.709531784057617
1207,0.0,0.0,-3.1960365772247314
1209,0.0,0.0,-28.561901092529297
121,0.0,0.0,-3.4501116275787354
1211,0.0,0.0,-18.984630584716797
1213,0.0,0.0,-61.28066635131836
1215,0.0,0.0,-10.230703353881836
1217,0.0,0.0,-40.73314666748047
1219,0.0,0.0,-8.978755950927734
1221,0.0,0.0,-39.55557632446289
1223,0.0,0.0,-29.437564849853516
1225,0.0,0.0,-23.333526611328125
1227,0.0,0.0,-79.92344665527344
1229,0.0,0.0,-10.139286994934082
123,0.0,0.0,-25.169986724853516
1231,0.0,0.0,-7.916723728179932
1233,0.0,0.0,-49.5670051574707
1235,0.0,0.0,-21.627357482910156
1237,0.0,0.0,-21.208065032958984
1239,0.0,0.0,-44.53754806518555
1241,0.0,0.0,-11.05623722076416
1243,0.0,0.0,-10.511292457580566
1245,0.0,0.0,-26.666343688964844
1247,0.0,0.0,-11.551220893859863
1249,0.0,0.0,-15.421833038330078
125,0.0,0.0,-11.901982307434082
1251,0.0,0.0,-7.147418022155762
1253,0.0,0.0,-24.770631790161133
1255,1.0,0.0,3.304518938064575
1257,0.0,0.0,-53.29313278198242
1259,0.0,0.0,-35.81153869628906
1261,0.0,0.0,-19.174781799316406
1263,0.0,0.0,-37.09841537475586
1265,0.0,0.0,-18.899688720703125
1267,1.0,0.0,1.9918574094772339
1269,0.0,0.0,-47.52924346923828
127,0.0,0.0,-29.271726608276367
1271,0.0,0.0,-13.410748481750488
1273,1.0,0.0,2.5451104640960693
1275,0.0,0.0,-23.658084869384766
1277,1.0,0.0,3.8969740867614746
1279,0.0,0.0,-25.916955947875977
1281,0.0,0.0,-26.743162155151367
1283,0.0,0.0,-18.070011138916016
1285,0.0,0.0,-22.746143341064453
1287,0.0,0.0,-25.71402931213379
1289,0.0,0.0,-4.840023040771484
129,0.0,0.0,-19.228851318359375
1291,0.0,0.0,-20.830772399902344
1293,0.0,0.0,-46.36054992675781
1295,0.0,0.0,-64.58440399169922
1297,0.0,0.0,-7.0801920890808105
1299,0.0,0.0,-32.31332015991211
13,0.0,0.0,-33.373504638671875
1301,0.0,0.0,-23.90130615234375
1303,0.0,0.0,-20.50777816772461
1305,0.0,0.0,-6.880418300628662
1307,0.0,0.0,-18.335205078125
1309,0.0,0.0,-3.489400625228882
131,0.0,0.0,-46.20359420776367
1311,0.0,0.0,-18.294546127319336
1313,0.0,0.0,-18.590543746948242
1315,0.0,0.0,-18.835445404052734
1317,0.0,0.0,-18.320690155029297
1319,0.0,0.0,-0.9807187914848328
1321,0.0,0.0,-30.49993133544922
1323,0.0,0.0,-16.844783782958984
1325,0.0,0.0,-44.32475662231445
1327,0.0,0.0,-45.075706481933594
1329,0.0,0.0,-20.87109375
133,0.0,0.0,-19.015663146972656
1331,0.0,0.0,-4.1777424812316895
1333,0.0,0.0,-17.993928909301758
1335,0.0,0.0,-15.628708839416504
1337,0.0,0.0,-19.298311233520508
1339,0.0,0.0,-20.263561248779297
1341,0.0,0.0,-3.257854461669922
1343,0.0,0.0,-3.9656426906585693
1345,0.0,0.0,-9.724608421325684
1347,0.0,0.0,-52.02800750732422
1349,0.0,0.0,-13.846793174743652
135,0.0,0.0,-23.289045333862305
1351,0.0,0.0,-24.925291061401367
1353,0.0,0.0,-33.9573974609375
1355,1.0,0.0,6.407595634460449
1357,0.0,0.0,-52.35240936279297
1359,0.0,0.0,-25.396636962890625
1361,0.0,0.0,-12.7547025680542
1363,0.0,0.0,-15.578869819641113
1365,0.0,0.0,-39.614986419677734
1367,1.0,0.0,4.989306926727295
1369,0.0,0.0,-33.61191177368164
137,0.0,0.0,-36.37828826904297
1371,0.0,0.0,-32.14178466796875
1373,0.0,0.0,-17.56855583190918
1375,0.0,0.0,-2.0754458904266357
1377,0.0,0.0,-24.89005470275879
1379,0.0,0.0,-14.974892616271973
1381,0.0,0.0,-36.688880920410156
1383,0.0,0.0,-24.31363296508789
1385,0.0,0.0,-4.4351606369018555
1387,0.0,0.0,-4.155220031738281
1389,1.0,0.0,0.26792997121810913
139,0.0,0.0,-25.750097274780273
1391,0.0,0.0,-6.894102096557617
1393,0.0,0.0,-25.533418655395508
1395,0.0,0.0,-18.28165054321289
1397,0.0,0.0,-1.2345949411392212
1399,0.0,0.0,-25.548067092895508
1401,0.0,0.0,-16.569679260253906
1403,0.0,0.0,-8.423821449279785
1405,0.0,0.0,-22.89022445678711
1407,0.0,0.0,-8.940135955810547
1409,0.0,0.0,-31.418598175048828
141,0.0,0.0,-25.078121185302734
1411,0.0,0.0,-47.591651916503906
1413,1.0,0.0,6.702892780303955
1415,0.0,0.0,-71.83958435058594
1417,0.0,0.0,-13.827167510986328
1419,0.0,0.0,-10.043503761291504
1421,0.0,0.0,-15.668806076049805
1423,0.0,0.0,-27.082677841186523
1425,0.0,0.0,-25.534423828125
1427,0.0,0.0,-2.3641765117645264
1429,0.0,0.0,-27.4617862701416
143,0.0,0.0,-32.88906478881836
1431,0.0,0.0,-35.10356521606445
