imagename,prediction,label,logits
1,0.0,0.0,-6.294391632080078
1001,0.0,0.0,-22.414289474487305
1003,0.0,0.0,-13.817878723144531
1005,1.0,0.0,0.6038580536842346
1007,0.0,0.0,-16.751497268676758
1009,0.0,0.0,-2.66654896736145
101,0.0,0.0,-12.89432430267334
1011,0.0,0.0,-17.83580207824707
1013,0.0,0.0,-17.131441116333008
1015,0.0,0.0,-7.210243225097656
1017,0.0,0.0,-10.796523094177246
1019,0.0,0.0,-14.903520584106445
1021,0.0,0.0,-41.78642272949219
1023,0.0,0.0,-7.585446834564209
1025,0.0,0.0,-26.738265991210938
1027,0.0,0.0,-3.0354669094085693
1029,0.0,0.0,-9.998189926147461
103,0.0,0.0,-29.329357147216797
1031,0.0,0.0,-13.800006866455078
1033,0.0,0.0,-27.012910842895508
1035,1.0,0.0,1.2093696594238281
1037,0.0,0.0,-22.35744857788086
1039,0.0,0.0,-23.05963706970215
1041,1.0,0.0,7.182846546173096
1043,0.0,0.0,-27.801025390625
1045,0.0,0.0,-7.6638712882995605
1047,0.0,0.0,-12.264933586120605
1049,1.0,0.0,2.78847599029541
105,0.0,0.0,-4.473137855529785
1051,0.0,0.0,-12.624505996704102
1053,0.0,0.0,-5.800185680389404
1055,0.0,0.0,-17.860610961914062
1057,1.0,0.0,8.769476890563965
1059,0.0,0.0,-13.161101341247559
1061,0.0,0.0,-0.09410890936851501
1063,0.0,0.0,-1.0184876918792725
1065,0.0,0.0,-8.743966102600098
1067,0.0,0.0,-8.245955467224121
1069,0.0,0.0,-16.204259872436523
107,0.0,0.0,-7.276852130889893
1071,0.0,0.0,-6.454004287719727
1073,1.0,0.0,2.886570453643799
1075,0.0,0.0,-14.059224128723145
1077,0.0,0.0,-15.495133399963379
1079,0.0,0.0,-14.19576644897461
1081,0.0,0.0,-18.82027816772461
1083,0.0,0.0,-21.242753982543945
1085,0.0,0.0,-10.111077308654785
1087,0.0,0.0,-10.946734428405762
1089,0.0,0.0,-13.819099426269531
109,0.0,0.0,-20.344423294067383
1091,0.0,0.0,-21.44572639465332
1093,0.0,0.0,-4.03876256942749
1095,0.0,0.0,-19.44867706298828
1097,0.0,0.0,-12.579083442687988
1099,1.0,0.0,5.351054668426514
11,0.0,0.0,-12.216909408569336
1101,0.0,0.0,-8.215144157409668
1103,0.0,0.0,-16.5910701751709
1105,0.0,0.0,-5.642550468444824
1107,0.0,0.0,-0.9107589721679688
1109,0.0,0.0,-7.2777862548828125
111,0.0,0.0,-4.578439712524414
1111,0.0,0.0,-10.147353172302246
1113,0.0,0.0,-4.044182777404785
1115,0.0,0.0,-27.71200942993164
1117,0.0,0.0,-11.37878131866455
1119,0.0,0.0,-6.994548320770264
1121,0.0,0.0,-10.906412124633789
1123,0.0,0.0,-6.938984394073486
1125,0.0,0.0,-4.383878231048584
1127,0.0,0.0,-22.547636032104492
1129,0.0,0.0,-4.886788845062256
113,0.0,0.0,-4.684566974639893
1131,0.0,0.0,-12.156757354736328
1133,0.0,0.0,-11.421488761901855
1135,0.0,0.0,-10.5449800491333
1137,0.0,0.0,-27.31262969970703
1139,0.0,0.0,-13.52729606628418
1141,0.0,0.0,-4.304409027099609
1143,0.0,0.0,-15.467958450317383
1145,0.0,0.0,-7.136369705200195
1147,0.0,0.0,-12.302435874938965
1149,0.0,0.0,-6.054728031158447
115,0.0,0.0,-23.66587257385254
1151,0.0,0.0,-13.915635108947754
1153,0.0,0.0,-5.456579208374023
1155,0.0,0.0,-18.80288314819336
1157,0.0,0.0,-6.283035755157471
1159,0.0,0.0,-9.506234169006348
1161,1.0,0.0,6.766326904296875
1163,0.0,0.0,-28.673254013061523
1165,1.0,0.0,3.7746670246124268
1167,0.0,0.0,-6.848117351531982
1169,1.0,0.0,2.8920202255249023
117,0.0,0.0,-31.514686584472656
1171,0.0,0.0,-22.437278747558594
1173,0.0,0.0,-15.393637657165527
1175,0.0,0.0,-8.420339584350586
1177,0.0,0.0,-6.197877407073975
1179,0.0,0.0,-17.133237838745117
1181,0.0,0.0,-27.803009033203125
1183,0.0,0.0,-2.207719087600708
1185,0.0,0.0,-10.676158905029297
1187,0.0,0.0,-12.157994270324707
1189,0.0,0.0,-21.26793670654297
119,0.0,0.0,-29.361616134643555
1191,0.0,0.0,-4.7060980796813965
1193,0.0,0.0,-22.596487045288086
1195,0.0,0.0,-16.45982551574707
1197,0.0,0.0,-16.43048095703125
1199,1.0,0.0,8.50911808013916
1201,0.0,0.0,-31.633468627929688
1203,0.0,0.0,-25.954618453979492
1205,0.0,0.0,-8.121674537658691
1207,1.0,0.0,8.373095512390137
1209,1.0,0.0,1.0499318838119507
121,0.0,0.0,-7.679196357727051
1211,0.0,0.0,-7.009917259216309
1213,0.0,0.0,-25.755483627319336
1215,0.0,0.0,-12.677987098693848
1217,0.0,0.0,-12.826664924621582
1219,0.0,0.0,-8.157471656799316
1221,0.0,0.0,-26.710975646972656
1223,0.0,0.0,-1.2290810346603394
1225,0.0,0.0,-19.787813186645508
1227,0.0,0.0,-24.347579956054688
1229,0.0,0.0,-9.85531997680664
123,0.0,0.0,-11.079398155212402
1231,1.0,0.0,3.610915184020996
1233,0.0,0.0,-19.191938400268555
1235,0.0,0.0,-6.28494119644165
1237,1.0,0.0,4.717426776885986
1239,0.0,0.0,-24.080608367919922
1241,1.0,0.0,1.3291685581207275
1243,0.0,0.0,-3.6518890857696533
