imagename,prediction,label,logits
1,0.0,0.0,-23.08096694946289
1001,1.0,0.0,3.320538282394409
1003,0.0,0.0,-18.166316986083984
1005,0.0,0.0,-10.33000659942627
1007,0.0,0.0,-16.428651809692383
1009,0.0,0.0,-2.59641170501709
101,0.0,0.0,-68.99089813232422
1011,0.0,0.0,-19.275163650512695
1013,0.0,0.0,-33.2834587097168
1015,0.0,0.0,-1.3350255489349365
1017,0.0,0.0,-8.024415016174316
1019,0.0,0.0,-55.89398193359375
1021,0.0,0.0,-47.95549774169922
1023,0.0,0.0,-31.808805465698242
1025,0.0,0.0,-75.30599212646484
1027,0.0,0.0,-50.90476989746094
1029,0.0,0.0,-7.783576488494873
103,0.0,0.0,-114.6790771484375
1031,0.0,0.0,-29.69492530822754
1033,0.0,0.0,-76.06621551513672
1035,0.0,0.0,-38.86131286621094
1037,0.0,0.0,-71.79653930664062
1039,0.0,0.0,-10.019437789916992
1041,0.0,0.0,-19.47968864440918
1043,0.0,0.0,-30.213926315307617
1045,0.0,0.0,-46.14125061035156
1047,0.0,0.0,-64.97029876708984
1049,0.0,0.0,-18.14029312133789
105,0.0,0.0,-44.1491584777832
1051,0.0,0.0,-12.424294471740723
1053,0.0,0.0,-16.554367065429688
1055,0.0,0.0,-26.730609893798828
1057,1.0,0.0,1.574722170829773
1059,0.0,0.0,-74.94131469726562
1061,0.0,0.0,-19.863996505737305
1063,0.0,0.0,-44.574668884277344
1065,0.0,0.0,-45.81681823730469
1067,0.0,0.0,-18.87351417541504
1069,0.0,0.0,-74.31260681152344
107,0.0,0.0,-13.86049747467041
1071,1.0,0.0,4.41758394241333
1073,0.0,0.0,-28.194950103759766
1075,0.0,0.0,-52.22151565551758
1077,0.0,0.0,-13.45197582244873
1079,0.0,0.0,-55.525733947753906
1081,0.0,0.0,-13.744150161743164
1083,0.0,0.0,-20.769136428833008
1085,0.0,0.0,-44.77478790283203
1087,1.0,0.0,3.733410358428955
1089,0.0,0.0,-52.98970031738281
109,0.0,0.0,-5.05941915512085
1091,0.0,0.0,-81.9475326538086
1093,0.0,0.0,-41.66429138183594
1095,0.0,0.0,-66.70104217529297
1097,1.0,0.0,2.184046983718872
1099,1.0,0.0,5.064077854156494
11,0.0,0.0,-59.983917236328125
1101,0.0,0.0,-27.022533416748047
1103,0.0,0.0,-45.47407150268555
1105,0.0,0.0,-9.38971996307373
1107,0.0,0.0,-15.100326538085938
1109,0.0,0.0,-25.813621520996094
111,0.0,0.0,-26.930774688720703
1111,0.0,0.0,-38.87525939941406
1113,0.0,0.0,-47.597320556640625
1115,0.0,0.0,-45.206153869628906
1117,0.0,0.0,-39.68529510498047
1119,0.0,0.0,-58.586814880371094
1121,0.0,0.0,-17.70420265197754
1123,0.0,0.0,-23.1634464263916
1125,0.0,0.0,-12.37814712524414
1127,0.0,0.0,-27.403146743774414
1129,0.0,0.0,-55.465087890625
113,0.0,0.0,-5.4396562576293945
1131,0.0,0.0,-25.587860107421875
1133,1.0,0.0,4.77838134765625
1135,0.0,0.0,-40.02303695678711
1137,0.0,0.0,-86.15143585205078
1139,0.0,0.0,-2.316450595855713
1141,0.0,0.0,-9.465328216552734
1143,0.0,0.0,-35.481632232666016
1145,0.0,0.0,-23.409910202026367
1147,0.0,0.0,-17.5401554107666
1149,0.0,0.0,-40.19968032836914
115,0.0,0.0,-16.950393676757812
1151,0.0,0.0,-33.677310943603516
1153,0.0,0.0,-23.077516555786133
1155,0.0,0.0,-40.15534210205078
1157,0.0,0.0,-36.669193267822266
1159,0.0,0.0,-61.04234313964844
1161,0.0,0.0,-12.232989311218262
1163,0.0,0.0,-94.80390167236328
1165,0.0,0.0,-11.066596984863281
1167,0.0,0.0,-18.765764236450195
1169,0.0,0.0,-22.022785186767578
117,0.0,0.0,-18.45927619934082
1171,0.0,0.0,-66.48104095458984
1173,0.0,0.0,-42.1104621887207
1175,0.0,0.0,-47.1135368347168
1177,0.0,0.0,-33.60816955566406
1179,0.0,0.0,-62.430545806884766
1181,0.0,0.0,-49.31312942504883
1183,0.0,0.0,-41.49066925048828
1185,0.0,0.0,-38.54050827026367
1187,0.0,0.0,-6.326767921447754
1189,0.0,0.0,-48.91320037841797
119,0.0,0.0,-92.790283203125
1191,0.0,0.0,-46.20079803466797
1193,0.0,0.0,-121.12271118164062
1195,0.0,0.0,-58.115966796875
1197,0.0,0.0,-34.40100860595703
1199,0.0,0.0,-20.42684555053711
1201,0.0,0.0,-114.30636596679688
1203,0.0,0.0,-38.212432861328125
1205,0.0,0.0,-14.326984405517578
1207,0.0,0.0,-5.496852874755859
1209,0.0,0.0,-36.37782669067383
121,1.0,0.0,4.4216084480285645
1211,0.0,0.0,-29.84952163696289
1213,0.0,0.0,-87.75777435302734
1215,0.0,0.0,-22.31353759765625
1217,0.0,0.0,-58.79542541503906
1219,0.0,0.0,-18.078651428222656
1221,0.0,0.0,-53.562808990478516
1223,0.0,0.0,-44.241981506347656
1225,1.0,0.0,8.490303039550781
1227,0.0,0.0,-120.09321594238281
1229,0.0,0.0,-20.799657821655273
123,0.0,0.0,-27.9804630279541
1231,0.0,0.0,-6.9835920333862305
1233,0.0,0.0,-68.41559600830078
1235,0.0,0.0,-10.311482429504395
1237,0.0,0.0,-41.58509063720703
1239,0.0,0.0,-57.85700225830078
1241,0.0,0.0,-18.426841735839844
1243,0.0,0.0,-1.403873324394226
1245,0.0,0.0,-38.36229705810547
1247,0.0,0.0,-16.694522857666016
1249,0.0,0.0,-17.0076961517334
125,0.0,0.0,-17.72032928466797
1251,0.0,0.0,-0.2588720917701721
1253,0.0,0.0,-32.88408660888672
1255,0.0,0.0,-16.75446128845215
1257,0.0,0.0,-69.20494079589844
1259,0.0,0.0,-51.428165435791016
1261,0.0,0.0,-19.49928092956543
1263,0.0,0.0,-60.78105926513672
1265,0.0,0.0,-25.8497314453125
1267,0.0,0.0,-11.674239158630371
1269,0.0,0.0,-67.2298812866211
127,0.0,0.0,-41.896854400634766
1271,0.0,0.0,-3.0491981506347656
1273,1.0,0.0,5.67140531539917
1275,0.0,0.0,-38.45567321777344
1277,1.0,0.0,3.1823041439056396
1279,0.0,0.0,-38.97804641723633
1281,0.0,0.0,-24.350521087646484
1283,0.0,0.0,-22.75809669494629
1285,0.0,0.0,-31.919172286987305
1287,0.0,0.0,-33.42564010620117
1289,0.0,0.0,-18.157934188842773
129,0.0,0.0,-34.41191864013672
1291,0.0,0.0,-26.574377059936523
1293,0.0,0.0,-63.366355895996094
1295,0.0,0.0,-96.98614501953125
1297,0.0,0.0,-20.372196197509766
1299,0.0,0.0,-43.930267333984375
13,0.0,0.0,-48.259185791015625
1301,0.0,0.0,-26.281503677368164
