imagename,prediction,label,logits
1,0.0,0.0,-8.541482925415039
1001,0.0,0.0,-4.005463600158691
1003,0.0,0.0,-18.766237258911133
1005,0.0,0.0,-10.115147590637207
1007,0.0,0.0,-14.980381965637207
1009,0.0,0.0,-13.430153846740723
101,0.0,0.0,-51.76649475097656
1011,0.0,0.0,-14.254535675048828
1013,0.0,0.0,-28.28737449645996
1015,1.0,0.0,2.2124335765838623
1017,0.0,0.0,-6.645895957946777
1019,0.0,0.0,-36.378440856933594
1021,0.0,0.0,-32.715538024902344
1023,0.0,0.0,-15.14264965057373
1025,0.0,0.0,-46.440773010253906
1027,0.0,0.0,-39.90627670288086
1029,1.0,0.0,5.774325370788574
103,0.0,0.0,-82.74170684814453
1031,0.0,0.0,-28.033323287963867
1033,0.0,0.0,-56.118675231933594
1035,0.0,0.0,-29.910358428955078
1037,0.0,0.0,-52.55514907836914
1039,0.0,0.0,-10.966769218444824
1041,0.0,0.0,-11.94326400756836
1043,0.0,0.0,-23.44377326965332
1045,0.0,0.0,-35.563419342041016
1047,0.0,0.0,-49.70155715942383
1049,0.0,0.0,-8.163823127746582
105,0.0,0.0,-34.86063003540039
1051,0.0,0.0,-4.831591606140137
1053,0.0,0.0,-9.448848724365234
1055,0.0,0.0,-18.369611740112305
1057,0.0,0.0,-4.294228553771973
1059,0.0,0.0,-54.41026306152344
1061,0.0,0.0,-12.872236251831055
1063,0.0,0.0,-32.59311294555664
1065,0.0,0.0,-36.320159912109375
1067,0.0,0.0,-11.666840553283691
1069,0.0,0.0,-53.7958984375
107,0.0,0.0,-8.1455659866333
1071,0.0,0.0,-13.64429759979248
1073,0.0,0.0,-18.7667293548584
1075,0.0,0.0,-35.966346740722656
1077,0.0,0.0,-11.11754322052002
1079,0.0,0.0,-42.58211135864258
1081,0.0,0.0,-8.023865699768066
1083,0.0,0.0,-11.584783554077148
1085,0.0,0.0,-33.48161697387695
1087,1.0,0.0,4.82042932510376
1089,0.0,0.0,-40.58516311645508
109,0.0,0.0,-11.931208610534668
1091,0.0,0.0,-60.31586456298828
1093,0.0,0.0,-33.35725402832031
1095,0.0,0.0,-48.02714157104492
1097,1.0,0.0,1.3180853128433228
1099,1.0,0.0,8.081177711486816
11,0.0,0.0,-43.83243942260742
1101,0.0,0.0,-17.565847396850586
1103,0.0,0.0,-32.670440673828125
1105,0.0,0.0,-13.950688362121582
1107,0.0,0.0,-12.14114761352539
1109,0.0,0.0,-16.491910934448242
111,0.0,0.0,-21.22552490234375
1111,0.0,0.0,-27.367042541503906
1113,0.0,0.0,-31.81926727294922
1115,0.0,0.0,-32.956024169921875
1117,0.0,0.0,-27.775705337524414
1119,0.0,0.0,-45.21979904174805
1121,0.0,0.0,-10.166625022888184
1123,0.0,0.0,-20.8991641998291
1125,0.0,0.0,-4.5351691246032715
1127,0.0,0.0,-15.029805183410645
1129,0.0,0.0,-37.60953140258789
113,0.0,0.0,-8.81999397277832
1131,0.0,0.0,-23.429983139038086
1133,1.0,0.0,6.474775314331055
1135,0.0,0.0,-20.457603454589844
1137,0.0,0.0,-65.91248321533203
1139,1.0,0.0,2.554988145828247
1141,0.0,0.0,-11.188627243041992
1143,0.0,0.0,-17.039875030517578
1145,0.0,0.0,-14.131705284118652
1147,0.0,0.0,-5.452010631561279
1149,0.0,0.0,-25.403141021728516
115,0.0,0.0,-11.007506370544434
1151,0.0,0.0,-21.383899688720703
1153,0.0,0.0,-13.022011756896973
1155,0.0,0.0,-23.007478713989258
1157,0.0,0.0,-29.655916213989258
1159,0.0,0.0,-42.67564010620117
1161,0.0,0.0,-7.28183126449585
1163,0.0,0.0,-69.77733612060547
1165,0.0,0.0,-10.4454927444458
1167,0.0,0.0,-17.50586700439453
1169,0.0,0.0,-14.979538917541504
117,0.0,0.0,-18.692628860473633
1171,0.0,0.0,-48.99806213378906
1173,0.0,0.0,-24.703899383544922
1175,0.0,0.0,-15.715543746948242
1177,0.0,0.0,-22.055831909179688
1179,0.0,0.0,-47.183834075927734
1181,0.0,0.0,-37.17428207397461
1183,0.0,0.0,-23.885494232177734
