imagename,prediction,label,logits
1,0.0,0.0,-18.989971160888672
1001,1.0,0.0,10.211493492126465
1003,0.0,0.0,-8.87053394317627
1005,1.0,0.0,1.0720961093902588
1007,1.0,0.0,0.5432270169258118
1009,1.0,0.0,4.1255998611450195
101,0.0,0.0,-21.150251388549805
1011,0.0,0.0,-7.673442840576172
1013,1.0,0.0,4.665679454803467
1015,1.0,0.0,0.6742492914199829
1017,1.0,0.0,5.5480451583862305
1019,0.0,0.0,-15.875565528869629
1021,0.0,0.0,-26.796466827392578
1023,0.0,0.0,-14.536720275878906
1025,0.0,0.0,-32.48542785644531
1027,0.0,0.0,-6.308530330657959
1029,1.0,0.0,4.758840560913086
103,0.0,0.0,-29.41270637512207
1031,0.0,0.0,-17.125171661376953
1033,0.0,0.0,-16.572059631347656
1035,1.0,0.0,4.705679893493652
1037,0.0,0.0,-15.593417167663574
1039,1.0,0.0,1.182257890701294
1041,1.0,0.0,10.041508674621582
1043,0.0,0.0,-9.45828628540039
1045,0.0,0.0,-25.76935577392578
1047,0.0,0.0,-16.654422760009766
1049,0.0,0.0,-1.825269341468811
105,0.0,0.0,-14.509245872497559
1051,1.0,0.0,10.83353328704834
1053,0.0,0.0,-0.8473432660102844
1055,0.0,0.0,-9.90042495727539
1057,1.0,0.0,1.090885043144226
1059,0.0,0.0,-16.289640426635742
1061,0.0,0.0,-20.87565803527832
1063,0.0,0.0,-11.061691284179688
1065,0.0,0.0,-6.736959457397461
1067,0.0,0.0,-12.203526496887207
1069,0.0,0.0,-17.24776268005371
107,0.0,0.0,-8.615339279174805
1071,1.0,0.0,7.398294448852539
1073,1.0,0.0,4.770637035369873
1075,1.0,0.0,2.6974143981933594
1077,0.0,0.0,-6.0964789390563965
1079,0.0,0.0,-8.849761962890625
1081,0.0,0.0,-7.118748188018799
1083,1.0,0.0,5.267212867736816
1085,0.0,0.0,-9.570191383361816
1087,1.0,0.0,4.20490026473999
1089,0.0,0.0,-11.747010231018066
109,1.0,0.0,8.246192932128906
1091,0.0,0.0,-23.461076736450195
1093,0.0,0.0,-4.457286834716797
1095,0.0,0.0,-20.426801681518555
1097,1.0,0.0,8.26232624053955
1099,1.0,0.0,1.6972572803497314
11,0.0,0.0,-10.419368743896484
1101,0.0,0.0,-6.899799823760986
1103,0.0,0.0,-9.497665405273438
1105,0.0,0.0,-1.415725827217102
1107,0.0,0.0,-4.859469890594482
1109,0.0,0.0,-8.769227027893066
111,0.0,0.0,-1.832271695137024
1111,0.0,0.0,-11.101383209228516
1113,0.0,0.0,-7.86842155456543
1115,0.0,0.0,-15.036884307861328
1117,0.0,0.0,-8.982994079589844
1119,0.0,0.0,-7.566848278045654
1121,1.0,0.0,7.336104869842529
1123,0.0,0.0,-4.013767242431641
1125,0.0,0.0,-2.294877767562866
1127,0.0,0.0,-0.31689080595970154
1129,0.0,0.0,-7.308107852935791
113,1.0,0.0,7.2401041984558105
1131,1.0,0.0,1.5578893423080444
1133,1.0,0.0,4.6249542236328125
1135,0.0,0.0,-8.800312995910645
1137,0.0,0.0,-26.78632926940918
1139,1.0,0.0,2.387176752090454
1141,1.0,0.0,5.960696220397949
1143,0.0,0.0,-5.571188926696777
1145,1.0,0.0,0.04223863035440445
1147,1.0,0.0,8.248356819152832
1149,0.0,0.0,-14.617064476013184
115,0.0,0.0,-2.2967915534973145
1151,0.0,0.0,-7.052526950836182
1153,1.0,0.0,3.6377623081207275
1155,1.0,0.0,4.1945905685424805
1157,0.0,0.0,-2.3260843753814697
1159,0.0,0.0,-19.139326095581055
1161,1.0,0.0,3.463899850845337
1163,0.0,0.0,-26.3603572845459
1165,1.0,0.0,3.803255796432495
1167,0.0,0.0,-1.5502773523330688
1169,0.0,0.0,-4.7190327644348145
117,0.0,0.0,-17.75070571899414
1171,0.0,0.0,-17.198118209838867
