n01491361_ILSVRC2012_val_00029300, 19
n03345487_ILSVRC2012_val_00008602, 15
n02363005_ILSVRC2012_val_00036380, 24
n04026417_ILSVRC2012_val_00019863, 224
n02134418_ILSVRC2012_val_00022698, 224
n03032252_ILSVRC2012_val_00036856, 224
n03661043_ILSVRC2012_val_00039081, 224
n09399592_ILSVRC2012_val_00039034, 37
n04311174_ILSVRC2012_val_00031667, 30
n01532829_ILSVRC2012_val_00000873, 224
n06785654_ILSVRC2012_val_00027470, 58
n02927161_ILSVRC2012_val_00003463, 224
n02089078_ILSVRC2012_val_00023966, 224
n03633091_ILSVRC2012_val_00006333, 224
n03775071_ILSVRC2012_val_00022216, 224
n03717622_ILSVRC2012_val_00049910, 19
n02280649_ILSVRC2012_val_00035898, 58
n02033041_ILSVRC2012_val_00035363, 58
n03929660_ILSVRC2012_val_00035611, 224
n04589890_ILSVRC2012_val_00005806, 224
n02093647_ILSVRC2012_val_00033269, 46
n03016953_ILSVRC2012_val_00014557, 30
n01755581_ILSVRC2012_val_00038859, 30
n04049303_ILSVRC2012_val_00010839, 224
n02489166_ILSVRC2012_val_00019235, 46
n07753592_ILSVRC2012_val_00012444, 224
n02526121_ILSVRC2012_val_00009459, 224
n02730930_ILSVRC2012_val_00003567, 58
n02974003_ILSVRC2012_val_00023858, 224
n02109961_ILSVRC2012_val_00029313, 58
n04141076_ILSVRC2012_val_00006682, 30
n11939491_ILSVRC2012_val_00034896, 224
n07930864_ILSVRC2012_val_00009249, 224
n01739381_ILSVRC2012_val_00046490, 19
n01820546_ILSVRC2012_val_00005925, 224
n04266014_ILSVRC2012_val_00049754, 30
n02088466_ILSVRC2012_val_00014631, 224
n03930313_ILSVRC2012_val_00040562, 24
n02110627_ILSVRC2012_val_00006933, 37
n02108422_ILSVRC2012_val_00029363, 114
n02264363_ILSVRC2012_val_00011783, 224
n07584110_ILSVRC2012_val_00006798, 179
n03417042_ILSVRC2012_val_00004119, 224
n04263257_ILSVRC2012_val_00008514, 37
n01695060_ILSVRC2012_val_00022470, 114
n03794056_ILSVRC2012_val_00000430, 143
n04523525_ILSVRC2012_val_00049794, 224
n02190166_ILSVRC2012_val_00038774, 30
n12144580_ILSVRC2012_val_00038919, 46
n02403003_ILSVRC2012_val_00013190, 46
n03954731_ILSVRC2012_val_00039935, 91
n04004767_ILSVRC2012_val_00043636, 224
n02814533_ILSVRC2012_val_00024318, 224
n01614925_ILSVRC2012_val_00046564, 19
n04370456_ILSVRC2012_val_00018171, 224
n03838899_ILSVRC2012_val_00017944, 224
n02165105_ILSVRC2012_val_00031488, 37
n04254680_ILSVRC2012_val_00008133, 30
n02916936_ILSVRC2012_val_00012520, 224
n02028035_ILSVRC2012_val_00019389, 46
n02835271_ILSVRC2012_val_00009228, 37
n04389033_ILSVRC2012_val_00046843, 73
n04228054_ILSVRC2012_val_00024679, 24
n02268853_ILSVRC2012_val_00004215, 46
n03717622_ILSVRC2012_val_00010030, 224
n03877845_ILSVRC2012_val_00003937, 224
n03041632_ILSVRC2012_val_00040170, 224
n02219486_ILSVRC2012_val_00038010, 30
n03877845_ILSVRC2012_val_00014955, 224
n02437312_ILSVRC2012_val_00016586, 91
