imagename,prediction,label,logits
1,0.0,0.0,-5.568870544433594
1001,1.0,0.0,40.624610900878906
1003,1.0,0.0,30.996379852294922
1005,1.0,0.0,35.024959564208984
1007,1.0,0.0,7.103446960449219
1009,1.0,0.0,4.621343612670898
101,1.0,0.0,13.9689302444458
1011,1.0,0.0,13.822827339172363
1013,1.0,0.0,24.071359634399414
1015,1.0,0.0,13.259520530700684
1017,1.0,0.0,61.77714538574219
1019,1.0,0.0,7.302753448486328
1021,0.0,0.0,-20.96816635131836
1023,1.0,0.0,64.72965240478516
1025,1.0,0.0,31.535966873168945
1027,1.0,0.0,52.406002044677734
1029,1.0,0.0,6.454809188842773
103,1.0,0.0,61.48980712890625
1031,1.0,0.0,11.787490844726562
1033,1.0,0.0,36.860435485839844
1035,1.0,0.0,35.9571533203125
1037,1.0,0.0,99.98918914794922
1039,1.0,0.0,18.97875213623047
1041,1.0,0.0,32.26651382446289
1043,1.0,0.0,1.136883020401001
1045,1.0,0.0,84.56770324707031
1047,1.0,0.0,96.57859802246094
1049,1.0,0.0,57.87400436401367
105,0.0,0.0,-16.480594635009766
1051,1.0,0.0,13.272811889648438
1053,1.0,0.0,6.673648834228516
1055,1.0,0.0,55.432464599609375
1057,1.0,0.0,0.10515165328979492
1059,1.0,0.0,51.846336364746094
1061,1.0,0.0,53.390953063964844
1063,1.0,0.0,73.62559509277344
1065,1.0,0.0,39.18323516845703
1067,1.0,0.0,11.96018123626709
1069,1.0,0.0,33.54828643798828
107,1.0,0.0,25.792879104614258
1071,0.0,0.0,-13.397191047668457
1073,1.0,0.0,61.1704216003418
1075,1.0,0.0,58.278079986572266
1077,1.0,0.0,5.770786285400391
1079,1.0,0.0,58.73179626464844
1081,1.0,0.0,22.14286994934082
1083,1.0,0.0,27.51927947998047
1085,1.0,0.0,64.35419464111328
1087,1.0,0.0,11.222496032714844
1089,1.0,0.0,0.5082945823669434
109,1.0,0.0,4.977760314941406
1091,1.0,0.0,32.668155670166016
1093,0.0,0.0,-25.104799270629883
1095,1.0,0.0,103.82832336425781
1097,1.0,0.0,48.52565383911133
1099,1.0,0.0,7.352852821350098
11,1.0,0.0,22.197202682495117
1101,1.0,0.0,11.448747634887695
1103,1.0,0.0,28.527137756347656
1105,1.0,0.0,40.06733703613281
1107,1.0,0.0,57.098392486572266
1109,1.0,0.0,0.6672158241271973
111,1.0,0.0,28.37098503112793
1111,1.0,0.0,19.228830337524414
1113,1.0,0.0,56.90981674194336
1115,1.0,0.0,27.850448608398438
1117,1.0,0.0,147.8657684326172
1119,1.0,0.0,7.1077117919921875
1121,0.0,0.0,-3.531658887863159
1123,1.0,0.0,29.941608428955078
1125,1.0,0.0,6.673272132873535
1127,1.0,0.0,2.316079616546631
1129,1.0,0.0,52.29237747192383
113,0.0,0.0,-3.0779950618743896
1131,1.0,0.0,13.153875350952148
1133,1.0,0.0,40.19830322265625
1135,1.0,0.0,32.85515594482422
1137,1.0,0.0,64.76146697998047
1139,1.0,0.0,19.036216735839844
1141,1.0,0.0,29.207483291625977
1143,1.0,0.0,105.4664306640625
1145,1.0,0.0,21.74358367919922
1147,1.0,0.0,26.52887725830078
1149,1.0,0.0,130.35391235351562
115,1.0,0.0,50.83515930175781
1151,1.0,0.0,31.223278045654297
1153,1.0,0.0,32.834815979003906
1155,1.0,0.0,41.04492950439453
1157,1.0,0.0,34.90457534790039
1159,1.0,0.0,37.40949630737305
1161,1.0,0.0,11.638923645019531
1163,1.0,0.0,20.083343505859375
1165,1.0,0.0,12.366244316101074
1167,1.0,0.0,16.130388259887695
1169,1.0,0.0,45.7333869934082
117,0.0,0.0,-11.918449401855469
1171,1.0,0.0,69.36846160888672
1173,1.0,0.0,100.74063110351562
1175,0.0,0.0,-3.0527589321136475
1177,1.0,0.0,22.19454002380371
1179,0.0,0.0,-30.42376708984375
1181,0.0,0.0,-1.1392500400543213
1183,0.0,0.0,-2.999058961868286
1185,1.0,0.0,18.749168395996094
1187,1.0,0.0,13.013773918151855
1189,1.0,0.0,52.830841064453125
119,1.0,0.0,5.57373046875
1191,1.0,0.0,57.97003173828125
1193,0.0,0.0,-8.348530769348145
1195,1.0,0.0,34.5526237487793
1197,1.0,0.0,37.14363098144531
1199,1.0,0.0,16.839921951293945
1201,1.0,0.0,97.12655639648438
1203,1.0,0.0,23.58943748474121
1205,1.0,0.0,115.66667175292969
1207,1.0,0.0,4.3780837059021
1209,1.0,0.0,44.075645446777344
121,0.0,0.0,-1.1101703643798828
1211,1.0,0.0,78.1958999633789
1213,1.0,0.0,110.68910217285156
1215,1.0,0.0,7.686638832092285
1217,1.0,0.0,31.829416275024414
1219,1.0,0.0,10.78452205657959
1221,0.0,0.0,-11.076615333557129
1223,1.0,0.0,43.436038970947266
1225,1.0,0.0,3.3261988162994385
1227,0.0,0.0,-26.23204803466797
1229,1.0,0.0,39.810150146484375
123,1.0,0.0,78.03031921386719
1231,1.0,0.0,40.33066940307617
1233,0.0,0.0,-5.724520683288574
1235,1.0,0.0,2.9827308654785156
1237,1.0,0.0,35.2366943359375
1239,0.0,0.0,-11.521134376525879
1241,1.0,0.0,35.850257873535156
1243,1.0,0.0,11.80317497253418
1245,1.0,0.0,60.93997573852539
1247,0.0,0.0,-6.264331817626953
1249,0.0,0.0,-1.4764797687530518
125,1.0,0.0,33.74569320678711
1251,1.0,0.0,28.976293563842773
1253,1.0,0.0,101.26998901367188
1255,1.0,0.0,15.70614242553711
1257,1.0,0.0,14.957630157470703
1259,1.0,0.0,9.861651420593262
1261,0.0,0.0,-3.469491720199585
1263,1.0,0.0,30.498424530029297
1265,1.0,0.0,21.3937931060791
1267,1.0,0.0,50.31935501098633
1269,1.0,0.0,69.6872787475586
127,1.0,0.0,29.567150115966797
1271,1.0,0.0,5.5087571144104
1273,1.0,0.0,45.43528747558594
1275,0.0,0.0,-6.032123565673828
1277,1.0,0.0,34.393619537353516
1279,0.0,0.0,-1.107008457183838
1281,1.0,0.0,21.00362777709961
1283,1.0,0.0,81.4816665649414
1285,1.0,0.0,30.93158531188965
1287,0.0,0.0,-0.8336732387542725
1289,1.0,0.0,6.195581436157227
129,1.0,0.0,21.935535430908203
1291,1.0,0.0,23.65274429321289
1293,1.0,0.0,29.976375579833984
1295,1.0,0.0,56.9676628112793
1297,1.0,0.0,27.0342960357666
1299,1.0,0.0,41.216373443603516
13,1.0,0.0,24.886234283447266
1301,0.0,0.0,-4.557024955749512
1303,1.0,0.0,7.9480438232421875
1305,1.0,0.0,83.5080795288086
1307,1.0,0.0,29.276704788208008
1309,1.0,0.0,26.000638961791992
131,1.0,0.0,66.3138427734375
1311,0.0,0.0,-26.646381378173828
1313,1.0,0.0,50.85453414916992
1315,1.0,0.0,39.252384185791016
1317,1.0,0.0,14.76370906829834
1319,1.0,0.0,12.476364135742188
1321,1.0,0.0,121.25177001953125
1323,0.0,0.0,-7.652604103088379
1325,0.0,0.0,-45.29050827026367
1327,1.0,0.0,12.36182689666748
1329,1.0,0.0,34.411869049072266
133,1.0,0.0,78.61742401123047
1331,1.0,0.0,0.6260273456573486
1333,1.0,0.0,7.359123229980469
1335,1.0,0.0,28.399484634399414
1337,1.0,0.0,61.99602508544922
1339,1.0,0.0,2.874082088470459
1341,1.0,0.0,19.918682098388672
1343,1.0,0.0,61.87620162963867
1345,0.0,0.0,-3.322460412979126
1347,1.0,0.0,62.755069732666016
1349,1.0,0.0,17.1873779296875
135,1.0,0.0,3.9629385471343994
1351,1.0,0.0,17.86085319519043
1353,1.0,0.0,20.779075622558594
1355,1.0,0.0,36.68777084350586
1357,1.0,0.0,68.88259887695312
1359,1.0,0.0,45.537742614746094
1361,1.0,0.0,15.380176544189453
1363,1.0,0.0,68.95247650146484
1365,1.0,0.0,15.023063659667969
1367,1.0,0.0,34.6926155090332
1369,1.0,0.0,37.57044982910156
137,1.0,0.0,18.0007381439209
1371,1.0,0.0,2.610860824584961
1373,1.0,0.0,69.69730377197266
1375,1.0,0.0,5.846419334411621
1377,1.0,0.0,11.060042381286621
1379,1.0,0.0,42.31462478637695
1381,1.0,0.0,30.139310836791992
1383,1.0,0.0,37.42805862426758
1385,1.0,0.0,36.95149230957031
1387,0.0,0.0,-2.309891939163208
1389,0.0,0.0,-1.471527338027954
139,1.0,0.0,75.91295623779297
1391,1.0,0.0,62.40549087524414
1393,1.0,0.0,31.285551071166992
1395,1.0,0.0,29.613357543945312
1397,1.0,0.0,8.78037166595459
1399,1.0,0.0,33.98291778564453
1401,0.0,0.0,-0.43863558769226074
1403,1.0,0.0,22.474523544311523
1405,1.0,0.0,21.161388397216797
1407,1.0,0.0,74.58383178710938
1409,1.0,0.0,49.474761962890625
141,1.0,0.0,52.28093338012695
1411,1.0,0.0,4.302485942840576
1413,1.0,0.0,23.39772605895996
1415,1.0,0.0,16.962867736816406
1417,1.0,0.0,4.656091690063477
1419,1.0,0.0,2.491804361343384
1421,1.0,0.0,44.64726638793945
1423,1.0,0.0,48.413944244384766
1425,1.0,0.0,77.93816375732422
1427,0.0,0.0,-4.265703201293945
1429,1.0,0.0,11.414298057556152
143,1.0,0.0,16.672285079956055
1431,1.0,0.0,60.62885284423828
1433,0.0,0.0,-6.733646392822266
1435,1.0,0.0,13.65849781036377
1437,1.0,0.0,23.53883934020996
1439,1.0,0.0,14.613615989685059
1441,1.0,0.0,32.09566116333008
1443,1.0,0.0,33.54094314575195
1445,1.0,0.0,1.8870261907577515
1447,1.0,0.0,11.995716094970703
1449,0.0,0.0,-1.5182182788848877
145,1.0,0.0,31.82489585876465
1451,1.0,0.0,47.19573974609375
1453,1.0,0.0,103.0531005859375
1455,1.0,0.0,6.370311260223389
1457,0.0,0.0,-3.1045477390289307
1459,1.0,0.0,6.980707168579102
1461,1.0,0.0,14.911669731140137
1463,1.0,0.0,7.735479354858398
1465,1.0,0.0,3.777963161468506
1467,1.0,0.0,72.90523529052734
1469,1.0,0.0,14.506914138793945
147,1.0,0.0,17.3511962890625
1471,1.0,0.0,0.5243966579437256
1473,1.0,0.0,12.442303657531738
1475,1.0,0.0,8.218481063842773
1477,1.0,0.0,11.307778358459473
1479,1.0,0.0,14.82909107208252
1481,1.0,0.0,67.6470947265625
1483,1.0,0.0,80.18888092041016
1485,1.0,0.0,36.376312255859375
1487,1.0,0.0,8.073363304138184
1489,1.0,0.0,17.269908905029297
149,1.0,0.0,71.78294372558594
1491,1.0,0.0,35.215049743652344
1493,0.0,0.0,-2.3357021808624268
1495,1.0,0.0,4.081188201904297
1497,1.0,0.0,15.025572776794434
1499,1.0,0.0,3.8081507682800293
15,1.0,0.0,70.24964904785156
1501,1.0,0.0,7.547457695007324
1503,1.0,0.0,37.049800872802734
1505,1.0,0.0,32.24455261230469
1507,1.0,0.0,90.20592498779297
1509,1.0,0.0,71.4580307006836
151,1.0,0.0,132.13369750976562
1511,1.0,0.0,56.932579040527344
1513,1.0,0.0,67.9590835571289
1515,1.0,0.0,15.910676956176758
1517,1.0,0.0,70.31036376953125
1519,1.0,0.0,5.217748165130615
1521,1.0,0.0,60.19130325317383
1523,1.0,0.0,111.0569076538086
1525,0.0,0.0,-4.595341682434082
1527,1.0,0.0,55.719425201416016
1529,1.0,0.0,38.984798431396484
153,1.0,0.0,13.545148849487305
1531,0.0,0.0,-6.71951961517334
1533,1.0,0.0,32.91779708862305
1535,1.0,0.0,8.590776443481445
1537,1.0,0.0,24.374238967895508
1539,1.0,0.0,19.446901321411133
1541,1.0,0.0,16.394208908081055
1543,1.0,0.0,9.940751075744629
1545,1.0,0.0,29.743629455566406
1547,1.0,0.0,61.12019729614258
1549,1.0,0.0,1.334378957748413
155,0.0,0.0,-2.1312334537506104
1551,1.0,0.0,51.7962760925293
1553,1.0,0.0,21.24811553955078
1555,1.0,0.0,8.243185043334961
1557,1.0,0.0,0.855870246887207
1559,1.0,0.0,1.4672536849975586
1561,1.0,0.0,33.12853240966797
1563,1.0,0.0,67.25104522705078
1565,1.0,0.0,18.365581512451172
1567,1.0,0.0,93.36309051513672
1569,0.0,0.0,-11.660202980041504
157,1.0,0.0,3.686007261276245
1571,1.0,0.0,21.063976287841797
1573,1.0,0.0,16.85495376586914
1575,1.0,0.0,47.06867218017578
1577,1.0,0.0,6.007308006286621
1579,1.0,0.0,28.050888061523438
1581,1.0,0.0,56.28520202636719
