imagename,prediction,label,logits
1,0.0,0.0,-11.820893287658691
1001,0.0,0.0,-13.309439659118652
1003,0.0,0.0,-9.049989700317383
1005,0.0,0.0,-17.91248893737793
1007,0.0,0.0,-12.097627639770508
1009,0.0,0.0,-11.026504516601562
101,0.0,0.0,-8.132540702819824
1011,0.0,0.0,-9.610573768615723
1013,0.0,0.0,-9.252228736877441
1015,0.0,0.0,-13.079081535339355
1017,0.0,0.0,-10.156746864318848
1019,0.0,0.0,-9.237895965576172
1021,0.0,0.0,-9.969945907592773
1023,0.0,0.0,-9.429506301879883
1025,0.0,0.0,-12.061863899230957
1027,0.0,0.0,-9.361830711364746
1029,0.0,0.0,-17.436296463012695
103,0.0,0.0,-11.884198188781738
1031,0.0,0.0,-9.8602876663208
1033,0.0,0.0,-12.84788990020752
1035,0.0,0.0,-9.94002628326416
1037,0.0,0.0,-16.05118751525879
1039,0.0,0.0,-18.55876350402832
1041,0.0,0.0,-8.79366397857666
1043,0.0,0.0,-13.066239356994629
1045,0.0,0.0,-10.115045547485352
1047,0.0,0.0,-9.841265678405762
1049,0.0,0.0,-11.910876274108887
105,0.0,0.0,-10.826825141906738
1051,0.0,0.0,-14.915822982788086
1053,0.0,0.0,-15.073871612548828
1055,0.0,0.0,-10.727431297302246
1057,0.0,0.0,-10.34890079498291
1059,0.0,0.0,-7.623163223266602
1061,0.0,0.0,-11.5707426071167
1063,0.0,0.0,-13.054069519042969
1065,0.0,0.0,-10.760266304016113
1067,0.0,0.0,-8.005764961242676
1069,0.0,0.0,-13.419761657714844
107,0.0,0.0,-9.012300491333008
1071,0.0,0.0,-15.86667537689209
1073,0.0,0.0,-11.68775749206543
1075,0.0,0.0,-11.205082893371582
1077,0.0,0.0,-11.84761905670166
1079,0.0,0.0,-10.639892578125
1081,0.0,0.0,-14.226391792297363
1083,0.0,0.0,-11.338071823120117
1085,0.0,0.0,-10.397311210632324
1087,0.0,0.0,-12.592005729675293
1089,0.0,0.0,-4.653125286102295
109,0.0,0.0,-15.515776634216309
1091,0.0,0.0,-9.964290618896484
1093,0.0,0.0,-11.60065746307373
1095,0.0,0.0,-11.607184410095215
1097,0.0,0.0,-13.536258697509766
1099,0.0,0.0,-10.782485008239746
11,0.0,0.0,-7.478054046630859
1101,0.0,0.0,-16.922327041625977
1103,0.0,0.0,-16.2430477142334
1105,0.0,0.0,-8.549972534179688
1107,0.0,0.0,-15.933755874633789
1109,0.0,0.0,-11.656723976135254
111,0.0,0.0,-9.68271541595459
1111,0.0,0.0,-9.497759819030762
1113,0.0,0.0,-9.699141502380371
1115,0.0,0.0,-10.53433609008789
1117,0.0,0.0,-8.174980163574219
1119,0.0,0.0,-10.5527925491333
1121,0.0,0.0,-12.12244987487793
1123,0.0,0.0,-12.407492637634277
1125,0.0,0.0,-12.710882186889648
1127,0.0,0.0,-12.37971019744873
1129,0.0,0.0,-12.00168514251709
113,0.0,0.0,-20.407617568969727
1131,0.0,0.0,-10.63936710357666
1133,0.0,0.0,-15.914352416992188
1135,0.0,0.0,-14.317488670349121
1137,0.0,0.0,-21.02594757080078
1139,0.0,0.0,-9.052299499511719
1141,0.0,0.0,-12.587385177612305
1143,0.0,0.0,-9.686969757080078
1145,0.0,0.0,-8.380277633666992
1147,0.0,0.0,-12.235001564025879
1149,0.0,0.0,-10.509629249572754
115,0.0,0.0,-9.596540451049805
1151,0.0,0.0,-11.681137084960938
1153,0.0,0.0,-14.671847343444824
1155,0.0,0.0,-10.567460060119629
1157,0.0,0.0,-8.37911319732666
1159,0.0,0.0,-10.427311897277832
1161,0.0,0.0,-9.380577087402344
1163,0.0,0.0,-9.102006912231445
1165,0.0,0.0,-19.30145263671875
1167,0.0,0.0,-10.714404106140137
1169,0.0,0.0,-8.201591491699219
117,0.0,0.0,-9.431129455566406
1171,0.0,0.0,-8.521610260009766
1173,0.0,0.0,-10.73990535736084
1175,0.0,0.0,-10.398555755615234
1177,0.0,0.0,-9.518840789794922
1179,0.0,0.0,-9.605073928833008
1181,0.0,0.0,-7.412549018859863
1183,0.0,0.0,-13.027955055236816
1185,0.0,0.0,-11.744133949279785
1187,0.0,0.0,-14.661794662475586
1189,0.0,0.0,-10.087020874023438
119,0.0,0.0,-8.377535820007324
1191,0.0,0.0,-9.965635299682617
1193,0.0,0.0,-13.144064903259277
1195,0.0,0.0,-10.47239875793457
1197,0.0,0.0,-11.32092571258545
1199,0.0,0.0,-14.363913536071777
1201,0.0,0.0,-8.542635917663574
1203,0.0,0.0,-12.204540252685547
1205,0.0,0.0,-11.670255661010742
1207,0.0,0.0,-16.99323272705078
1209,0.0,0.0,-19.619121551513672
121,0.0,0.0,-7.378577709197998
1211,0.0,0.0,-10.897785186767578
1213,0.0,0.0,-8.455520629882812
1215,0.0,0.0,-12.34962272644043
1217,0.0,0.0,-10.532258987426758
1219,0.0,0.0,-9.88477897644043
1221,0.0,0.0,-13.146315574645996
1223,0.0,0.0,-13.501934051513672
1225,0.0,0.0,-15.446759223937988
1227,0.0,0.0,-8.659396171569824
1229,0.0,0.0,-14.269166946411133
123,0.0,0.0,-9.37148380279541
1231,0.0,0.0,-12.252843856811523
1233,0.0,0.0,-9.989445686340332
1235,0.0,0.0,-17.684476852416992
1237,0.0,0.0,-7.8142805099487305
1239,0.0,0.0,-8.14218807220459
1241,0.0,0.0,-6.347022533416748
1243,0.0,0.0,-9.951899528503418
1245,0.0,0.0,-10.748869895935059
1247,0.0,0.0,-17.87453842163086
1249,0.0,0.0,-9.768680572509766
125,0.0,0.0,-12.895763397216797
1251,0.0,0.0,-18.209400177001953
1253,0.0,0.0,-8.515920639038086
1255,0.0,0.0,-9.373123168945312
1257,0.0,0.0,-14.334693908691406
1259,0.0,0.0,-11.134261131286621
1261,0.0,0.0,-16.09563636779785
1263,0.0,0.0,-10.915555953979492
1265,0.0,0.0,-10.16845989227295
1267,0.0,0.0,-9.243925094604492
1269,0.0,0.0,-5.9121575355529785
127,0.0,0.0,-10.377870559692383
1271,0.0,0.0,-6.255650997161865
1273,0.0,0.0,-11.50599193572998
1275,0.0,0.0,-9.182915687561035
1277,0.0,0.0,-6.823971271514893
1279,0.0,0.0,-8.38944149017334
1281,0.0,0.0,-11.425535202026367
1283,0.0,0.0,-10.814314842224121
1285,0.0,0.0,-12.935880661010742
1287,0.0,0.0,-9.241374015808105
1289,0.0,0.0,-11.089062690734863
129,0.0,0.0,-12.079769134521484
1291,0.0,0.0,-6.919443607330322
1293,0.0,0.0,-9.51358413696289
1295,0.0,0.0,-11.471338272094727
1297,0.0,0.0,-15.210514068603516
1299,0.0,0.0,-11.611751556396484
13,0.0,0.0,-17.392135620117188
1301,0.0,0.0,-12.140215873718262
1303,0.0,0.0,-25.719131469726562
1305,0.0,0.0,-9.515812873840332
1307,0.0,0.0,-11.83361530303955
1309,0.0,0.0,-10.379462242126465
131,0.0,0.0,-9.895660400390625
1311,0.0,0.0,-8.990612983703613
1313,0.0,0.0,-12.328432083129883
1315,0.0,0.0,-8.733651161193848
1317,0.0,0.0,-17.203657150268555
1319,0.0,0.0,-10.33167839050293
1321,0.0,0.0,-10.576166152954102
1323,0.0,0.0,-11.26750373840332
1325,0.0,0.0,-6.6092095375061035
1327,0.0,0.0,-12.92799186706543
1329,0.0,0.0,-10.344090461730957
133,0.0,0.0,-12.846450805664062
1331,0.0,0.0,-19.75149917602539
1333,0.0,0.0,-8.65476131439209
1335,0.0,0.0,-10.01384449005127
1337,0.0,0.0,-5.606457233428955
1339,0.0,0.0,-13.820812225341797
1341,0.0,0.0,-9.82870864868164
1343,0.0,0.0,-12.27217960357666
1345,0.0,0.0,-15.234509468078613
1347,0.0,0.0,-8.842498779296875
1349,0.0,0.0,-9.021317481994629
135,0.0,0.0,-9.562806129455566
1351,0.0,0.0,-9.617259979248047
1353,0.0,0.0,-15.017155647277832
1355,0.0,0.0,-9.127873420715332
1357,0.0,0.0,-12.211919784545898
1359,0.0,0.0,-10.348875999450684
1361,0.0,0.0,-9.904706954956055
1363,0.0,0.0,-13.427594184875488
1365,0.0,0.0,-9.991761207580566
1367,0.0,0.0,-16.24022674560547
1369,0.0,0.0,-7.6031060218811035
137,0.0,0.0,-9.673337936401367
1371,0.0,0.0,-4.602867126464844
1373,0.0,0.0,-15.28014850616455
1375,0.0,0.0,-10.926155090332031
1377,0.0,0.0,-10.090484619140625
1379,0.0,0.0,-9.201045036315918
1381,0.0,0.0,-10.949577331542969
1383,0.0,0.0,-12.849299430847168
1385,0.0,0.0,-19.29217529296875
1387,0.0,0.0,-13.869205474853516
1389,0.0,0.0,-11.1365385055542
139,0.0,0.0,-9.610065460205078
1391,0.0,0.0,-9.509121894836426
1393,0.0,0.0,-11.629097938537598
1395,0.0,0.0,-8.491049766540527
1397,0.0,0.0,-13.36703109741211
1399,0.0,0.0,-8.759037971496582
1401,0.0,0.0,-12.497628211975098
1403,0.0,0.0,-14.639822959899902
1405,0.0,0.0,-9.09922981262207
1407,0.0,0.0,-11.20655345916748
