imagename,prediction,label,logits
1,1.0,0.0,3.99485182762146
1001,1.0,0.0,3.1884665489196777
1003,1.0,0.0,3.2105512619018555
1005,1.0,0.0,2.657250165939331
1007,1.0,0.0,3.546435832977295
1009,1.0,0.0,2.4717555046081543
101,1.0,0.0,3.4014322757720947
1011,1.0,0.0,4.041313648223877
1013,1.0,0.0,3.5048983097076416
1015,1.0,0.0,3.386035919189453
1017,1.0,0.0,2.5599467754364014
1019,1.0,0.0,3.624336004257202
1021,1.0,0.0,3.259219169616699
1023,1.0,0.0,3.0359981060028076
1025,1.0,0.0,3.7891669273376465
1027,1.0,0.0,2.7972376346588135
1029,1.0,0.0,3.179607391357422
103,1.0,0.0,3.725804567337036
1031,1.0,0.0,3.293882131576538
1033,1.0,0.0,3.457416296005249
1035,1.0,0.0,3.7566795349121094
1037,1.0,0.0,2.8578927516937256
1039,1.0,0.0,2.695297956466675
1041,1.0,0.0,2.5160017013549805
1043,1.0,0.0,2.9113996028900146
1045,1.0,0.0,3.5270237922668457
1047,1.0,0.0,3.363834857940674
1049,1.0,0.0,2.430332899093628
105,1.0,0.0,3.399076223373413
1051,1.0,0.0,2.323723316192627
1053,1.0,0.0,2.30131196975708
1055,1.0,0.0,3.0636231899261475
1057,1.0,0.0,2.5793094635009766
1059,1.0,0.0,3.4043898582458496
1061,1.0,0.0,3.489306926727295
1063,1.0,0.0,3.113814115524292
1065,1.0,0.0,2.828110933303833
1067,1.0,0.0,3.441711902618408
1069,1.0,0.0,3.4147439002990723
107,1.0,0.0,2.592646598815918
1071,1.0,0.0,3.3358864784240723
1073,1.0,0.0,2.5881545543670654
1075,1.0,0.0,2.2269279956817627
1077,1.0,0.0,3.3893978595733643
1079,1.0,0.0,3.6925463676452637
1081,1.0,0.0,3.1611173152923584
1083,1.0,0.0,3.1136550903320312
1085,1.0,0.0,3.092069149017334
1087,1.0,0.0,2.9209091663360596
1089,1.0,0.0,3.315074920654297
109,1.0,0.0,3.471623182296753
1091,1.0,0.0,3.0411264896392822
1093,1.0,0.0,3.594326972961426
1095,1.0,0.0,3.7631959915161133
1097,1.0,0.0,3.1958138942718506
1099,1.0,0.0,2.5110814571380615
11,1.0,0.0,3.212934970855713
1101,1.0,0.0,3.5133509635925293
1103,1.0,0.0,2.7063939571380615
1105,1.0,0.0,2.4921910762786865
1107,1.0,0.0,2.802621603012085
1109,1.0,0.0,3.1618876457214355
111,1.0,0.0,3.189316987991333
1111,1.0,0.0,2.5871458053588867
1113,1.0,0.0,2.9775540828704834
1115,1.0,0.0,3.4870684146881104
1117,1.0,0.0,2.699833869934082
1119,1.0,0.0,4.022260665893555
1121,1.0,0.0,3.1749444007873535
1123,1.0,0.0,2.840819835662842
1125,1.0,0.0,3.7406537532806396
1127,1.0,0.0,2.6926167011260986
1129,1.0,0.0,2.794677257537842
113,1.0,0.0,2.4466311931610107
1131,1.0,0.0,3.2744598388671875
1133,1.0,0.0,2.4689717292785645
1135,1.0,0.0,2.962639331817627
1137,1.0,0.0,3.003095865249634
1139,1.0,0.0,3.3734564781188965
1141,1.0,0.0,3.2384817600250244
1143,1.0,0.0,2.7475152015686035
1145,1.0,0.0,2.5013954639434814
1147,1.0,0.0,3.1704461574554443
1149,1.0,0.0,2.906728506088257
115,1.0,0.0,3.0570898056030273
1151,1.0,0.0,3.3178603649139404
1153,1.0,0.0,2.947781562805176
1155,1.0,0.0,3.1114461421966553
1157,1.0,0.0,3.356985330581665
1159,1.0,0.0,3.7148354053497314
1161,1.0,0.0,3.2533442974090576
1163,1.0,0.0,3.9513068199157715
1165,1.0,0.0,3.004382848739624
1167,1.0,0.0,2.9905385971069336
1169,1.0,0.0,1.9139416217803955
117,1.0,0.0,2.9176228046417236
1171,1.0,0.0,3.4154982566833496
1173,1.0,0.0,3.4805405139923096
1175,1.0,0.0,4.125702857971191
1177,1.0,0.0,2.951834201812744
1179,1.0,0.0,3.789659261703491
1181,1.0,0.0,3.9104628562927246
1183,1.0,0.0,3.671095848083496
1185,1.0,0.0,3.859545946121216
1187,1.0,0.0,2.4709880352020264
